,Pokemon_A,Pokemon_B,Winner
7874,248,237,248
7875,305,131,131
7876,566,500,566
7877,348,251,348
7878,794,499,499
7879,794,216,794
7880,520,375,520
7881,366,2,366
7882,293,62,62
7883,480,469,469
7884,118,367,367
7885,216,108,216
7886,752,299,299
7887,669,122,669
7888,306,313,313
7889,785,405,785
7890,208,463,208
7891,194,708,708
7892,661,525,525
7893,267,642,642
7894,760,676,760
7895,16,223,223
7896,701,18,701
7897,8,213,8
7898,610,111,610
7899,73,208,73
7900,633,416,633
7901,733,634,634
7902,761,187,187
7903,471,176,471
7904,590,715,715
7905,454,186,186
7906,496,463,496
7907,284,298,284
7908,49,9,9
7909,151,424,424
7910,48,563,48
7911,174,239,174
7912,706,682,682
7913,297,461,461
7914,118,316,316
7915,750,361,361
7916,352,524,524
7917,150,744,744
7918,316,14,316
7919,242,403,242
7920,156,197,197
7921,765,615,765
7922,275,339,275
7923,525,658,658
7924,6,99,6
7925,200,33,200
7926,796,410,410
7927,72,715,72
7928,87,475,475
7929,110,381,381
7930,428,510,428
7931,446,448,446
7932,615,233,233
7933,494,224,494
7934,137,753,137
7935,297,160,160
7936,570,192,570
7937,485,453,453
7938,336,420,420
7939,358,369,358
7940,441,753,441
7941,60,628,628
7942,436,354,436
7943,63,731,63
7944,570,669,570
7945,741,576,576
7946,520,207,520
7947,359,612,612
7948,761,711,711
7949,791,104,104
7950,676,20,20
7951,583,584,583
7952,745,634,745
7953,631,789,631
7954,83,65,65
7955,644,786,786
7956,767,444,444
7957,259,592,259
7958,513,39,513
7959,441,792,792
7960,444,446,444
7961,179,602,179
7962,531,319,531
7963,751,776,776
7964,58,84,84
7965,579,734,579
7966,535,165,165
7967,398,44,44
7968,683,302,683
7969,369,788,369
7970,665,512,665
7971,377,590,590
7972,35,91,91
7973,78,322,78
7974,664,563,563
7975,436,467,467
7976,344,707,707
7977,62,282,62
7978,418,52,418
7979,752,482,752
7980,254,791,254
7981,433,188,433
7982,653,742,742
7983,738,267,267
7984,417,263,263
7985,378,365,365
7986,683,454,454
7987,730,411,730
7988,135,531,531
7989,123,341,341
7990,25,643,643
7991,534,387,534
7992,605,262,262
7993,568,62,568
7994,7,35,7
7995,583,115,583
7996,29,413,413
7997,353,78,78
7998,244,327,244
7999,725,651,651
8000,639,565,565
8001,191,750,191
8002,592,130,130
8003,354,666,666
8004,151,160,151
8005,79,74,79
8006,228,721,228
8007,664,549,549
8008,84,512,84
8009,284,360,284
8010,652,371,371
8011,736,577,736
8012,245,155,155
8013,609,575,575
8014,131,72,72
8015,482,3,3
8016,690,214,214
8017,185,112,185
8018,589,760,760
8019,627,94,94
8020,37,28,28
8021,780,338,338
8022,81,768,768
8023,505,158,158
8024,587,565,565
8025,248,339,339
8026,540,331,540
8027,582,533,533
8028,211,395,211
8029,445,23,23
8030,329,135,135
8031,439,402,439
8032,292,799,799
8033,629,409,629
8034,201,178,178
8035,52,214,214
8036,146,158,158
8037,409,770,409
8038,195,454,454
8039,456,666,666
8040,527,558,527
8041,655,579,655
8042,712,490,712
8043,725,691,725
8044,763,553,553
8045,746,406,406
8046,61,591,61
8047,744,671,671
8048,394,567,394
8049,584,99,99
8050,393,604,393
8051,456,509,456
8052,11,133,133
8053,373,725,725
8054,260,715,715
8055,253,387,387
8056,750,296,296
8057,478,186,478
8058,254,289,254
8059,246,239,246
8060,252,334,334
8061,463,569,463
8062,657,785,785
8063,599,144,144
8064,261,742,261
8065,91,141,141
8066,517,310,517
8067,612,546,546
8068,669,361,361
8069,405,188,405
8070,687,465,465
8071,178,735,735
8072,333,536,536
8073,147,344,147
8074,91,429,429
8075,147,756,147
8076,368,213,368
8077,191,638,638
8078,129,311,311
8079,747,616,747
8080,183,348,348
8081,399,760,760
8082,551,118,551
8083,181,695,181
8084,678,457,457
8085,513,606,513
8086,621,718,718
8087,534,376,534
8088,545,538,538
8089,601,75,75
8090,205,40,205
8091,27,81,27
8092,58,214,214
8093,67,363,67
8094,223,16,223
8095,758,752,758
8096,71,722,71
8097,625,238,238
8098,179,453,453
8099,149,266,266
8100,706,483,706
8101,705,701,705
8102,73,707,707
8103,333,455,455
8104,309,544,544
8105,264,268,264
8106,574,360,574
8107,703,342,703
8108,615,414,414
8109,683,572,572
8110,586,358,586
8111,28,686,28
8112,243,540,540
8113,291,414,414
8114,111,707,707
8115,151,456,151
8116,757,516,757
8117,615,686,686
8118,397,640,397
8119,254,287,254
8120,97,384,384
8121,634,526,526
8122,453,644,453
8123,609,454,454
8124,173,251,173
8125,318,181,181
8126,302,573,302
8127,584,552,552
8128,448,121,448
8129,454,536,536
8130,345,331,345
8131,412,110,110
8132,795,400,795
8133,119,240,119
8134,401,621,401
8135,128,629,629
8136,317,692,692
8137,266,263,263
8138,310,153,153
8139,275,345,275
8140,344,177,177
8141,32,657,32
8142,685,104,104
8143,52,11,11
8144,101,392,101
8145,776,411,776
8146,370,652,370
8147,233,5,233
8148,641,780,780
8149,598,697,697
8150,200,574,574
8151,501,62,62
8152,356,195,195
8153,673,406,406
8154,583,471,583
8155,102,25,102
8156,633,232,633
8157,337,223,337
8158,641,743,743
8159,644,777,777
8160,231,44,44
8161,773,743,773
8162,201,280,280
8163,306,143,306
8164,9,77,9
8165,225,733,733
8166,201,133,133
8167,63,386,63
8168,736,612,736
8169,389,22,22
8170,40,684,40
8171,776,71,71
8172,777,402,777
8173,723,772,772
8174,7,367,7
8175,662,574,574
8176,176,240,240
8177,167,135,135
8178,5,682,682
8179,657,498,498
8180,559,512,559
8181,659,699,699
8182,742,388,388
8183,272,734,272
8184,679,19,679
8185,46,524,524
8186,86,788,788
8187,430,495,430
8188,630,331,630
8189,239,277,239
8190,591,783,591
8191,83,59,83
8192,150,716,716
8193,369,714,714
8194,712,268,712
8195,415,3,3
8196,630,129,129
8197,706,196,706
8198,675,333,333
8199,134,356,356
8200,742,771,742
8201,122,799,799
8202,288,779,779
8203,666,237,666
8204,530,522,522
8205,360,672,672
8206,194,103,103
8207,589,37,37
8208,731,790,731
8209,768,440,768
8210,368,482,368
8211,105,189,105
8212,752,136,136
8213,62,672,62
8214,279,586,279
8215,206,511,206
8216,275,26,275
8217,473,497,473
8218,366,330,366
8219,28,173,28
8220,572,643,572
8221,548,648,648
8222,142,175,142
8223,723,303,723
8224,545,655,545
8225,674,558,674
8226,769,487,769
8227,562,365,562
8228,546,467,467
8229,150,677,677
8230,775,50,50
8231,101,629,629
8232,690,658,658
8233,250,223,223
8234,213,706,706
8235,307,79,307
8236,327,63,63
8237,545,556,545
8238,213,147,147
8239,167,553,553
8240,421,484,421
8241,329,128,128
8242,55,707,707
8243,698,643,643
8244,395,420,420
8245,474,573,474
8246,338,520,520
8247,700,129,700
8248,671,379,671
8249,776,656,656
8250,696,147,147
8251,125,172,172
8252,698,113,698
8253,136,382,136
8254,296,363,296
8255,504,611,611
8256,607,551,551
8257,376,14,376
8258,496,544,544
8259,669,163,163
8260,493,95,493
8261,149,645,645
8262,92,474,474
8263,686,345,345
8264,53,462,462
8265,602,729,729
8266,752,8,8
8267,154,331,154
8268,468,539,539
8269,58,721,721
8270,25,800,25
8271,259,244,259
8272,701,304,701
8273,553,164,164
8274,316,567,316
8275,354,375,375
8276,143,580,580
8277,651,277,651
8278,668,497,497
8279,701,308,701
8280,185,17,185
8281,485,172,172
8282,402,154,154
8283,590,797,797
8284,785,290,785
8285,643,225,643
8286,431,28,28
8287,456,671,671
8288,108,609,108
8289,412,659,412
8290,724,413,724
8291,97,704,704
8292,66,15,66
8293,788,186,186
8294,279,335,279
8295,389,624,624
8296,613,527,527
8297,256,789,256
8298,485,402,402
8299,47,385,47
8300,573,391,573
8301,6,280,280
8302,123,646,646
8303,202,137,137
8304,396,688,688
8305,471,250,250
8306,65,511,65
8307,553,164,164
8308,40,426,426
8309,670,397,397
8310,390,792,792
8311,322,733,322
8312,45,536,536
8313,353,741,741
8314,181,397,181
8315,573,484,484
8316,64,278,64
8317,487,773,487
8318,675,429,429
8319,295,800,800
8320,686,539,539
8321,366,259,259
8322,436,374,436
8323,152,520,520
8324,503,772,772
8325,305,698,698
8326,613,744,613
8327,208,548,548
8328,438,152,438
8329,240,690,690
8330,642,768,768
8331,510,408,408
8332,108,718,718
8333,106,224,106
8334,680,211,211
8335,160,718,718
8336,615,326,326
8337,350,257,350
8338,525,685,525
8339,800,690,690
8340,759,442,442
8341,501,766,501
8342,292,666,666
8343,573,638,638
8344,472,447,472
8345,400,258,258
8346,4,91,4
8347,428,6,428
8348,135,314,135
8349,284,499,499
8350,254,247,254
8351,294,318,294
8352,685,115,115
8353,53,167,167
8354,494,302,494
8355,561,43,43
8356,105,591,591
8357,436,668,436
8358,467,710,467
8359,699,676,699
8360,75,186,186
8361,1,241,1
8362,665,187,187
8363,326,113,326
8364,778,637,778
8365,31,121,121
8366,687,384,384
8367,196,611,611
8368,284,73,284
8369,612,58,58
8370,86,340,340
8371,229,666,229
8372,43,790,790
8373,380,610,610
8374,277,147,147
8375,330,774,774
8376,170,384,384
8377,425,420,420
8378,495,168,495
8379,405,527,527
8380,267,53,267
8381,740,731,731
8382,611,692,611
8383,237,13,13
8384,109,629,629
8385,229,569,569
8386,201,759,759
8387,621,580,580
8388,287,544,544
8389,167,760,760
8390,198,779,198
8391,116,444,444
8392,774,407,407
8393,397,779,779
8394,360,756,756
8395,211,221,221
8396,128,280,280
8397,260,20,20
8398,689,172,172
8399,719,191,191
8400,752,565,565
8401,325,529,325
8402,192,758,758
8403,424,297,424
8404,601,190,601
8405,378,411,411
8406,459,746,746
8407,513,746,513
8408,783,344,344
8409,359,349,349
8410,78,466,466
8411,399,641,641
8412,80,557,557
8413,273,348,273
8414,243,578,243
8415,728,621,728
8416,175,191,175
8417,350,482,350
8418,387,603,603
8419,760,539,539
8420,22,491,491
8421,388,784,388
8422,274,744,274
8423,251,287,287
8424,680,469,469
8425,566,800,800
8426,296,688,296
8427,18,468,468
8428,212,268,212
8429,680,193,193
8430,226,148,148
8431,456,799,799
8432,368,211,368
8433,424,386,424
8434,183,233,233
8435,163,268,163
8436,696,341,341
8437,524,710,524
8438,793,548,793
8439,300,514,300
8440,520,179,520
8441,10,788,788
8442,254,748,748
8443,292,525,525
8444,403,526,526
8445,288,602,288
8446,181,725,181
8447,224,683,683
8448,142,414,414
8449,276,740,276
8450,758,270,270
8451,381,465,381
8452,676,297,676
8453,612,433,612
8454,176,263,263
8455,14,198,198
8456,607,315,607
8457,28,501,28
8458,12,347,12
8459,150,509,509
8460,730,294,730
8461,248,287,248
8462,394,306,394
8463,576,82,576
8464,624,292,624
8465,379,591,591
8466,419,199,419
8467,695,317,317
8468,402,663,663
8469,546,271,271
8470,51,323,51
8471,752,307,307
8472,275,640,275
8473,410,518,410
8474,351,474,474
8475,236,694,694
8476,163,249,163
8477,348,2,348
8478,664,211,664
8479,469,160,469
8480,786,95,786
8481,763,246,246
8482,459,750,459
8483,343,656,343
8484,374,592,592
8485,616,386,616
8486,722,424,424
8487,367,651,367
8488,78,289,78
8489,480,577,480
8490,732,337,732
8491,728,300,300
8492,397,62,397
8493,600,552,552
8494,792,680,792
8495,328,140,328
8496,719,474,474
8497,746,668,746
8498,198,208,198
8499,413,737,737
8500,121,702,702
8501,742,617,742
8502,526,642,526
8503,643,455,643
8504,507,194,507
8505,764,766,766
8506,142,477,477
8507,268,263,263
8508,181,412,181
8509,220,189,189
8510,591,796,796
8511,684,774,774
8512,425,187,425
8513,426,748,748
8514,94,457,94
8515,617,787,787
8516,133,395,133
8517,602,597,597
8518,405,28,28
8519,777,715,715
8520,126,203,126
8521,36,86,36
8522,646,241,646
8523,413,245,245
8524,594,536,536
8525,450,689,689
8526,71,362,71
8527,453,276,276
8528,335,374,335
8529,203,246,246
8530,441,651,441
8531,326,800,800
8532,657,352,657
8533,684,2,2
8534,92,785,785
8535,529,208,529
8536,799,723,799
8537,388,673,388
8538,252,330,330
8539,38,411,38
8540,684,239,239
8541,753,682,682
8542,701,148,701
8543,147,791,147
8544,457,765,765
8545,184,703,184
8546,450,659,450
8547,336,783,336
8548,130,205,205
8549,651,408,408
8550,443,527,527
8551,88,744,744
8552,148,785,785
8553,393,501,393
8554,28,283,28
8555,66,539,66
8556,278,650,650
8557,645,396,645
8558,181,52,181
8559,98,178,178
8560,728,142,142
8561,566,30,30
8562,795,77,795
8563,503,97,503
8564,157,375,157
8565,119,775,119
8566,148,199,148
8567,689,236,689
8568,163,468,163
8569,756,313,313
8570,204,581,581
8571,260,797,797
8572,242,47,242
8573,660,9,9
8574,36,795,795
8575,86,594,594
8576,188,432,432
8577,170,282,170
8578,512,639,512
8579,189,352,352
8580,625,249,249
8581,419,444,419
8582,599,635,635
8583,374,292,374
8584,707,676,707
8585,386,479,479
8586,776,668,776
8587,657,44,44
8588,205,245,205
8589,36,580,580
8590,180,778,778
8591,771,330,771
8592,272,449,272
8593,118,151,151
8594,38,692,692
8595,508,605,508
8596,23,587,23
8597,531,151,531
8598,13,241,13
8599,496,580,496
8600,13,663,663
8601,223,134,134
8602,604,237,604
8603,314,99,314
8604,154,598,154
8605,42,121,121
8606,761,212,212
8607,128,256,128
8608,285,484,484
8609,429,143,429
8610,782,766,766
8611,147,769,147
8612,124,157,124
8613,376,715,715
8614,510,40,40
8615,31,399,31
8616,121,288,288
8617,545,143,545
8618,11,173,11
8619,404,696,696
8620,446,780,446
8621,442,152,442
8622,340,263,340
8623,150,676,676
8624,494,681,494
8625,766,104,766
8626,42,548,548
8627,409,776,409
8628,736,460,736
8629,152,156,152
8630,258,364,258
8631,199,507,507
8632,73,333,333
8633,1,83,83
8634,410,753,410
8635,650,601,650
8636,725,752,725
8637,627,116,116
8638,574,408,574
8639,101,165,165
8640,642,573,573
8641,130,366,130
8642,13,779,13
8643,27,291,27
8644,112,386,112
8645,225,5,5
8646,441,475,475
8647,636,674,674
8648,357,260,260
8649,108,687,108
8650,684,693,693
8651,794,346,794
8652,187,553,553
8653,253,258,258
8654,242,595,242
8655,390,783,783
8656,267,754,267
8657,528,214,528
8658,573,350,350
8659,711,613,711
8660,631,607,631
8661,779,40,40
8662,779,702,702
8663,431,654,431
8664,722,428,428
8665,133,260,133
8666,325,463,463
8667,136,191,136
8668,380,45,380
8669,585,108,108
8670,137,783,137
8671,401,582,582
8672,141,428,428
8673,356,294,356
8674,455,375,455
8675,312,590,590
8676,425,417,425
8677,16,522,522
8678,778,293,778
8679,180,703,703
8680,400,716,716
8681,557,633,557
8682,120,573,120
8683,193,122,193
8684,147,16,147
8685,169,777,777
8686,82,345,345
8687,566,335,335
8688,698,17,698
8689,94,365,365
8690,250,130,130
8691,212,424,212
8692,624,754,754
8693,631,395,631
8694,186,475,475
8695,81,50,50
8696,469,713,713
8697,150,472,472
8698,167,616,616
8699,32,56,32
8700,703,661,703
8701,417,58,58
8702,196,734,196
8703,452,30,30
8704,194,40,40
8705,122,42,42
8706,470,355,470
8707,568,170,568
8708,781,70,70
8709,301,404,301
8710,646,69,69
8711,92,97,92
8712,633,368,633
8713,416,39,39
8714,457,236,236
8715,551,48,551
8716,693,492,693
8717,119,486,119
8718,501,489,501
8719,514,246,246
8720,88,646,646
8721,725,180,725
8722,424,511,424
8723,585,48,48
8724,585,477,477
8725,312,363,363
8726,557,521,557
8727,509,250,250
8728,385,536,536
8729,391,401,401
8730,49,191,191
8731,40,462,40
8732,388,267,388
8733,166,418,418
8734,251,636,636
8735,16,329,16
8736,546,247,546
8737,286,20,20
8738,710,12,710
8739,746,575,746
8740,220,630,630
8741,596,99,99
8742,578,30,30
8743,556,792,792
8744,329,8,8
8745,243,114,114
8746,725,710,710
8747,384,420,420
8748,186,616,616
8749,452,330,452
8750,724,477,477
8751,763,782,782
8752,316,385,316
8753,374,575,575
8754,580,311,311
8755,566,417,566
8756,619,300,300
8757,702,335,702
8758,250,267,250
8759,328,556,556
8760,453,361,453
8761,16,700,700
8762,630,740,740
8763,339,397,339
8764,263,721,263
8765,431,343,431
8766,432,269,432
8767,719,159,159
8768,706,371,706
8769,592,168,168
8770,676,364,364
8771,623,794,794
8772,759,420,420
8773,395,733,733
8774,645,534,534
8775,80,680,80
8776,711,551,551
8777,364,416,364
8778,499,605,499
8779,84,435,84
8780,754,767,767
8781,76,772,772
8782,92,399,92
8783,443,122,443
8784,485,602,602
8785,510,516,516
8786,702,264,702
8787,510,64,64
8788,412,681,681
8789,411,302,411
8790,135,709,135
8791,398,482,398
8792,655,791,655
8793,19,482,19
8794,548,103,103
8795,346,741,741
8796,150,701,701
8797,436,27,27
8798,293,373,293
8799,102,57,57
8800,450,761,450
8801,739,197,739
8802,767,291,291
8803,321,64,64
8804,532,197,532
8805,19,200,19
8806,268,149,268
8807,76,131,131
8808,295,193,193
8809,498,613,498
8810,570,171,570
8811,628,483,483
8812,500,578,500
8813,783,621,621
8814,317,549,549
8815,598,119,598
8816,433,575,575
8817,693,535,535
8818,420,590,420
8819,445,304,304
8820,184,414,184
8821,236,36,36
8822,538,787,538
8823,511,198,511
8824,453,422,422
8825,631,120,631
8826,47,372,372
8827,622,703,703
8828,351,245,245
8829,100,474,474
8830,479,37,37
8831,421,303,421
8832,3,356,3
8833,554,142,554
8834,276,712,276
8835,661,189,661
8836,609,770,770
8837,476,653,476
8838,389,437,437
8839,451,402,451
8840,342,666,666
8841,591,705,705
8842,557,140,557
8843,768,95,768
8844,34,396,34
8845,450,789,450
8846,464,722,722
8847,395,233,233
8848,380,179,380
8849,510,245,245
8850,540,544,540
8851,450,88,450
8852,644,632,632
8853,580,609,580
8854,413,652,413
8855,789,763,763
8856,222,719,222
8857,712,21,712
8858,628,42,628
8859,258,143,258
8860,681,581,581
8861,123,502,502
8862,598,572,572
8863,667,470,470
8864,420,755,420
8865,173,464,173
8866,75,417,75
8867,283,554,554
8868,644,388,388
8869,392,783,392
8870,445,354,354
8871,460,211,460
8872,740,496,496
8873,239,429,429
8874,788,108,108
8875,629,174,629
8876,124,310,124
8877,614,530,614
8878,784,149,784
8879,120,310,310
8880,395,397,397
8881,796,739,739
8882,576,620,576
8883,87,694,694
8884,538,123,538
8885,753,776,776
8886,434,527,527
8887,145,222,145
8888,67,61,67
8889,503,119,503
8890,374,66,66
8891,265,604,265
8892,594,241,594
8893,435,445,435
8894,349,141,349
8895,398,255,398
8896,412,710,710
8897,297,224,224
8898,575,222,575
8899,627,145,145
8900,317,321,317
8901,273,577,273
8902,182,293,293
8903,160,300,300
8904,12,114,12
8905,135,3,135
8906,80,564,80
8907,579,681,681
8908,257,547,547
8909,43,428,428
8910,38,495,495
8911,124,437,124
8912,188,369,369
8913,498,43,498
8914,306,777,777
8915,518,286,518
8916,556,522,522
8917,3,281,3
8918,105,111,111
8919,592,715,715
8920,166,200,166
8921,687,620,687
8922,227,771,771
8923,112,791,791
8924,367,266,367
8925,400,728,728
8926,570,77,570
8927,360,561,360
8928,450,702,702
8929,247,675,247
8930,314,709,709
8931,404,647,647
8932,327,330,330
8933,551,450,551
8934,439,48,48
8935,334,711,711
8936,342,689,342
8937,92,7,7
8938,630,86,630
8939,250,513,513
8940,778,652,778
8941,160,158,158
8942,666,663,663
8943,37,660,660
8944,592,792,792
8945,463,114,463
8946,9,764,9
8947,62,388,388
8948,383,167,383
8949,721,192,192
8950,334,305,305
8951,80,414,414
8952,559,583,583
8953,641,274,274
8954,386,712,712
8955,114,556,556
8956,39,585,39
8957,75,596,596
8958,654,393,393
8959,442,532,532
8960,370,83,370
8961,142,344,344
8962,622,54,622
8963,630,789,630
8964,232,302,302
8965,679,71,679
8966,611,392,611
8967,38,236,236
8968,516,764,764
8969,157,374,157
8970,473,441,473
8971,389,530,530
8972,554,770,554
8973,201,225,225
8974,194,540,540
8975,439,227,227
8976,171,793,793
8977,539,338,539
8978,118,491,491
8979,644,141,141
8980,157,312,157
8981,239,584,239
8982,30,230,30
8983,37,160,37
8984,764,38,764
8985,731,449,731
8986,488,173,488
8987,336,305,336
8988,380,738,380
8989,697,351,697
8990,272,235,272
8991,696,330,696
8992,377,115,115
8993,72,155,155
8994,648,136,648
8995,213,465,465
8996,242,677,677
8997,527,677,677
8998,653,607,653
8999,143,65,65
9000,109,592,109
9001,705,82,705
9002,687,512,687
9003,6,329,6
9004,331,20,20
9005,385,752,752
9006,353,396,396
9007,604,162,162
9008,103,323,103
9009,740,763,740
9010,171,735,735
9011,444,2,444
9012,218,594,594
9013,175,702,702
9014,785,619,785
9015,650,654,650
9016,238,248,248
9017,767,743,767
9018,574,686,574
9019,381,715,715
9020,362,157,362
9021,765,484,484
9022,230,275,275
9023,718,234,234
9024,566,641,566
9025,615,401,401
9026,233,413,233
9027,706,420,420
9028,639,184,184
9029,565,568,568
9030,511,575,575
9031,177,80,80
9032,761,75,75
9033,497,407,497
9034,148,75,148
9035,369,26,26
9036,443,607,443
9037,296,451,451
9038,430,135,430
9039,431,234,234
9040,586,725,586
9041,583,771,583
9042,733,123,123
9043,687,470,687
9044,799,611,611
9045,82,178,178
9046,774,189,774
9047,364,682,682
9048,551,594,551
9049,286,260,260
9050,389,245,245
9051,138,464,138
9052,398,606,606
9053,609,592,592
9054,443,275,275
9055,754,87,87
9056,748,785,748
9057,659,327,327
9058,498,213,498
9059,22,542,542
9060,688,768,768
9061,623,744,623
9062,709,713,709
9063,126,504,126
9064,356,565,565
9065,504,387,387
9066,558,27,27
9067,682,766,766
9068,412,216,216
9069,333,791,791
9070,408,477,477
9071,415,34,34
9072,585,37,37
9073,348,90,90
9074,339,216,339
9075,559,22,22
9076,134,535,134
9077,43,672,43
9078,226,666,666
9079,771,239,771
9080,28,406,28
9081,771,490,490
9082,703,440,703
9083,358,487,358
9084,718,198,718
9085,402,534,534
9086,656,56,656
9087,630,3,3
9088,118,176,118
9089,130,13,130
9090,397,353,397
9091,637,651,651
9092,725,561,725
9093,655,414,414
9094,572,311,572
9095,161,431,431
9096,136,524,524
9097,219,732,732
9098,69,291,69
9099,356,278,278
9100,281,455,455
9101,375,454,454
9102,368,353,368
9103,787,310,787
9104,207,124,124
9105,386,779,386
9106,561,109,109
9107,18,567,567
9108,335,249,249
9109,326,51,326
9110,38,383,383
9111,573,211,573
9112,498,782,498
9113,491,602,602
9114,697,675,697
9115,623,729,623
9116,556,114,556
9117,159,641,159
9118,619,236,236
9119,784,765,765
9120,213,701,701
9121,195,583,583
9122,327,498,498
9123,548,377,548
9124,62,577,62
9125,443,35,443
9126,340,675,340
9127,573,781,573
9128,749,559,559
9129,708,565,708
9130,74,346,74
9131,603,661,603
9132,655,662,655
9133,328,293,328
9134,266,125,125
9135,21,400,21
9136,129,703,703
9137,481,51,481
9138,256,54,54
9139,556,615,556
9140,327,438,438
9141,587,331,587
9142,420,538,420
9143,672,530,672
9144,672,472,472
9145,522,600,522
9146,522,492,522
9147,109,481,481
9148,547,537,537
9149,703,154,154
9150,738,223,223
9151,76,217,217
9152,727,29,727
9153,60,21,21
9154,436,33,436
9155,537,224,537
9156,699,447,699
9157,417,125,125
9158,389,707,707
9159,334,737,737
9160,5,199,5
9161,679,209,679
9162,743,175,175
9163,427,449,427
9164,633,503,633
9165,793,554,554
9166,322,513,513
9167,145,383,383
9168,781,202,202
9169,101,388,101
9170,315,541,541
9171,407,405,405
9172,363,380,380
9173,494,477,477
9174,188,727,727
9175,622,19,19
9176,396,78,78
9177,605,399,605
9178,521,662,521
9179,107,522,522
9180,211,120,211
9181,291,207,291
9182,568,103,103
9183,441,720,441
9184,479,447,479
9185,45,68,68
9186,7,176,7
9187,778,670,778
9188,125,376,125
9189,36,595,36
9190,91,502,502
9191,627,429,429
9192,534,528,528
9193,345,611,611
9194,7,332,7
9195,477,543,477
9196,144,699,699
9197,702,147,147
9198,493,293,493
9199,662,56,56
9200,47,497,497
9201,74,730,730
9202,77,751,751
9203,34,568,568
9204,328,537,537
9205,253,66,66
9206,262,463,463
9207,446,285,446
9208,144,155,155
9209,564,237,564
9210,755,186,186
9211,560,763,560
9212,266,188,266
9213,304,689,689
9214,419,767,419
9215,205,208,205
9216,136,261,261
9217,294,769,769
9218,685,567,567
9219,748,365,748
9220,234,23,234
9221,72,340,72
9222,525,268,525
9223,732,788,732
9224,210,373,373
9225,686,253,253
9226,63,417,63
9227,738,175,175
9228,629,237,629
9229,307,534,307
9230,72,484,72
9231,76,462,462
9232,399,240,240
9233,787,347,787
9234,538,94,538
9235,414,545,414
9236,255,318,255
9237,602,91,91
9238,468,627,468
9239,341,315,341
9240,741,200,741
9241,427,31,427
9242,340,577,340
9243,346,458,346
9244,636,239,239
9245,572,477,477
9246,204,500,204
9247,709,453,709
9248,517,283,283
9249,733,683,683
9250,86,95,95
9251,727,261,727
9252,126,254,254
9253,511,703,703
9254,357,508,508
9255,284,248,248
9256,380,163,163
9257,98,56,56
9258,17,549,549
9259,551,770,551
9260,796,473,473
9261,107,633,633
9262,261,495,261
9263,764,126,126
9264,447,302,302
9265,242,369,369
9266,221,328,221
9267,70,197,197
9268,231,721,721
9269,394,180,394
9270,310,786,786
9271,161,129,161
9272,727,493,727
9273,574,533,574
9274,202,31,31
9275,392,617,392
9276,682,556,682
9277,728,98,728
9278,493,576,576
9279,272,110,110
9280,304,145,145
9281,112,544,544
9282,82,344,82
9283,660,312,312
9284,473,626,626
9285,283,543,543
9286,93,242,93
9287,13,717,717
9288,300,699,699
9289,376,747,747
9290,431,651,651
9291,569,427,427
9292,385,364,364
9293,193,349,349
9294,450,14,450
9295,152,770,770
9296,419,665,419
9297,333,176,333
9298,186,264,264
9299,341,31,341
9300,786,330,786
9301,265,800,265
9302,747,12,747
9303,141,248,248
9304,2,139,139
9305,627,39,39
9306,42,57,57
9307,483,347,483
9308,388,793,793
9309,535,743,535
9310,757,1,1
9311,693,737,737
9312,493,483,493
9313,772,5,772
9314,259,724,724
9315,298,800,800
9316,618,22,22
9317,107,153,153
9318,427,510,427
9319,103,214,103
9320,651,739,651
9321,644,543,543
9322,27,239,27
9323,315,257,257
9324,487,132,487
9325,45,236,236
9326,345,729,729
9327,444,510,444
9328,237,492,492
9329,611,510,611
9330,38,368,368
9331,20,145,20
9332,630,768,768
9333,234,120,234
9334,668,266,266
9335,83,591,591
9336,41,587,587
9337,372,283,283
9338,157,705,705
9339,618,740,740
9340,299,603,603
9341,490,306,490
9342,718,194,718
9343,41,230,230
9344,11,76,11
9345,398,393,398
9346,193,191,193
9347,486,314,314
9348,14,471,14
9349,566,303,303
9350,705,391,705
9351,720,103,103
9352,376,158,158
9353,607,714,714
9354,511,43,43
9355,578,326,326
9356,691,678,691
9357,513,256,513
9358,292,315,315
9359,602,751,751
9360,311,191,311
9361,157,389,157
9362,208,25,208
9363,59,586,586
9364,211,771,771
9365,336,545,545
9366,669,351,351
9367,40,464,40
9368,118,109,118
9369,84,497,84
9370,421,165,165
9371,751,100,100
9372,83,658,658
9373,451,787,451
9374,795,49,795
9375,666,265,265
9376,427,140,427
9377,248,192,248
9378,186,707,707
9379,739,607,607
9380,800,292,800
9381,596,551,551
9382,602,46,46
9383,402,118,118
9384,617,385,617
9385,265,73,265
9386,513,53,513
9387,572,79,572
9388,376,76,376
9389,174,281,174
9390,123,654,654
9391,475,531,531
9392,271,187,271
9393,243,794,794
9394,16,586,586
9395,84,560,84
9396,403,310,403
9397,275,161,275
9398,218,122,122
9399,522,326,522
9400,735,154,154
9401,40,575,40
9402,125,299,125
9403,150,376,376
9404,556,553,553
9405,67,301,301
9406,678,245,245
9407,474,5,474
9408,544,496,544
9409,279,784,279
9410,587,12,12
9411,407,770,770
9412,297,668,668
9413,284,478,478
9414,318,696,696
9415,794,29,794
9416,61,465,465
9417,417,66,66
9418,478,378,478
9419,578,730,730
9420,243,392,392
9421,9,643,9
9422,204,251,204
9423,292,291,291
9424,292,731,731
9425,228,536,536
9426,175,409,409
